Team ID,Team,Week,Player,Position,Points
2,Show Me Your TDs,1,Christian McCaffrey,RB,25.900000000000002
2,Show Me Your TDs,1,Garrett Wilson,WR,14.4
2,Show Me Your TDs,1,Jalen Hurts,QB,12.5
2,Show Me Your TDs,1,Calvin Ridley,WR,24.1
2,Show Me Your TDs,1,James Conner,RB,12.0
2,Show Me Your TDs,1,DJ Moore,WR,4.5
2,Show Me Your TDs,1,Pat Freiermuth,TE,7.3
2,Show Me Your TDs,1,Cowboys D/ST,DEF,35.0
2,Show Me Your TDs,1,Jake Elliott,K,18.0
2,Show Me Your TDs,1,,Total Points,153.7
10,Stay off the  Weidhaas,1,Stefon Diggs,WR,26.200000000000003
10,Stay off the  Weidhaas,1,Derrick Henry,RB,13.900000000000002
10,Stay off the  Weidhaas,1,Travis Etienne Jr.,RB,21.4
10,Stay off the  Weidhaas,1,Chris Olave,WR,19.200000000000003
10,Stay off the  Weidhaas,1,Kyle Pitts,TE,6.4
10,Stay off the  Weidhaas,1,Justin Herbert,QB,20.86
10,Stay off the  Weidhaas,1,Mike Williams,WR,8.5
10,Stay off the  Weidhaas,1,Bills D/ST,DEF,7.0
10,Stay off the  Weidhaas,1,Younghoe Koo,K,7.0
10,Stay off the  Weidhaas,1,,Total Points,130.46
5,Ridley Me This,1,Tony Pollard,RB,22.2
5,Ridley Me This,1,A.J. Brown,WR,14.9
5,Ridley Me This,1,Najee Harris,RB,5.3
5,Ridley Me This,1,Deebo Samuel,WR,11.3
5,Ridley Me This,1,Darren Waller,TE,6.6
5,Ridley Me This,1,Anthony Richardson,QB,20.92
5,Ridley Me This,1,Jamaal Williams,RB,7.2
5,Ridley Me This,1,Graham Gano,K,-2.0
5,Ridley Me This,1,Packers D/ST,DEF,14.0
5,Ridley Me This,1,,Total Points,100.42
1,The Good Lookin Kitchen,1,Justin Jefferson,WR,24.0
1,The Good Lookin Kitchen,1,Josh Jacobs,RB,9.100000000000001
1,The Good Lookin Kitchen,1,Amon-Ra St. Brown,WR,19.1
1,The Good Lookin Kitchen,1,Rhamondre Stevenson,RB,14.9
1,The Good Lookin Kitchen,1,Keenan Allen,WR,14.2
1,The Good Lookin Kitchen,1,Justin Fields,QB,14.540000000000001
1,The Good Lookin Kitchen,1,David Njoku,TE,4.4
1,The Good Lookin Kitchen,1,Brandon McManus,K,8.0
1,The Good Lookin Kitchen,1,Ravens D/ST,DEF,12.0
1,The Good Lookin Kitchen,1,,Total Points,120.24
6,London Calling,1,Ja'Marr Chase,WR,9.100000000000001
6,London Calling,1,Davante Adams,WR,12.600000000000001
6,London Calling,1,James Cook,RB,10.3
6,London Calling,1,J.K. Dobbins,RB,11.7
6,London Calling,1,Dallas Goedert,TE,0.0
6,London Calling,1,Trevor Lawrence,QB,17.740000000000002
6,London Calling,1,Justin Tucker,K,5.0
6,London Calling,1,Saints D/ST,DEF,12.0
6,London Calling,1,Michael Gallup,WR,2.0
6,London Calling,1,,Total Points,80.44
7,Green Bowl Packers,1,Travis Kelce,TE,0.0
7,Green Bowl Packers,1,Bijan Robinson,RB,20.3
7,Green Bowl Packers,1,Jaylen Waddle,WR,11.8
7,Green Bowl Packers,1,DK Metcalf,WR,13.7
7,Green Bowl Packers,1,Joe Burrow,QB,3.18
7,Green Bowl Packers,1,DeAndre Hopkins,WR,13.5
7,Green Bowl Packers,1,Miles Sanders,RB,11.799999999999999
7,Green Bowl Packers,1,Jeff Wilson Jr.,RB,0.0
7,Green Bowl Packers,1,Daniel Carlson,K,5.0
7,Green Bowl Packers,1,Eagles D/ST,DEF,11.0
7,Green Bowl Packers,1,Gerald Everett,TE,4.300000000000001
7,Green Bowl Packers,1,,Total Points,94.58
3,Slim Pickens,1,CeeDee Lamb,WR,11.7
3,Slim Pickens,1,DeVonta Smith,WR,17.7
3,Slim Pickens,1,Patrick Mahomes,QB,19.54
3,Slim Pickens,1,Dameon Pierce,RB,6.700000000000001
3,Slim Pickens,1,Rachaad White,RB,6.9
3,Slim Pickens,1,Jerick McKinnon,RB,2.0
3,Slim Pickens,1,Zach Ertz,TE,8.1
3,Slim Pickens,1,Tyler Bass,K,13.0
3,Slim Pickens,1,Panthers D/ST,DEF,6.0
3,Slim Pickens,1,,Total Points,91.64
4,Alex Moran,1,Austin Ekeler,RB,26.400000000000002
4,Alex Moran,1,Tyreek Hill,WR,44.5
4,Alex Moran,1,Jahmyr Gibbs,RB,8.0
4,Alex Moran,1,Lamar Jackson,QB,6.5600000000000005
4,Alex Moran,1,George Kittle,TE,4.9
4,Alex Moran,1,Chris Godwin,WR,10.100000000000001
4,Alex Moran,1,Cam Akers,RB,8.9
4,Alex Moran,1,Harrison Butker,K,8.0
4,Alex Moran,1,Steelers D/ST,DEF,3.0
4,Alex Moran,1,,Total Points,120.36
8,Old(er) Kitchen,1,Nick Chubb,RB,16.700000000000003
8,Old(er) Kitchen,1,Aaron Jones,RB,26.700000000000003
8,Old(er) Kitchen,1,Tee Higgins,WR,0.0
8,Old(er) Kitchen,1,T.J. Hockenson,TE,11.5
8,Old(er) Kitchen,1,Diontae Johnson,WR,7.800000000000001
8,Old(er) Kitchen,1,Deshaun Watson,QB,20.66
8,Old(er) Kitchen,1,Isiah Pacheco,RB,9.4
8,Old(er) Kitchen,1,Dolphins D/ST,DEF,-1.0
8,Old(er) Kitchen,1,Jason Myers,K,7.0
8,Old(er) Kitchen,1,,Total Points,98.76
9,Trevor Howard,1,Saquon Barkley,RB,9.3
9,Trevor Howard,1,Joe Mixon,RB,10.3
9,Trevor Howard,1,Josh Allen,QB,9.04
9,Trevor Howard,1,Amari Cooper,WR,6.7
9,Trevor Howard,1,Christian Kirk,WR,1.9
9,Trevor Howard,1,49ers D/ST,DEF,14.0
9,Trevor Howard,1,Cole Kmet,TE,9.4
9,Trevor Howard,1,Skyy Moore,WR,0.4
9,Trevor Howard,1,Evan McPherson,K,3.0
9,Trevor Howard,1,,Total Points,64.04
1,The Good Lookin Kitchen,2,Justin Jefferson,WR,24.9
1,The Good Lookin Kitchen,2,Josh Jacobs,RB,9.9
1,The Good Lookin Kitchen,2,Amon-Ra St. Brown,WR,14.200000000000001
1,The Good Lookin Kitchen,2,Rhamondre Stevenson,RB,15.0
1,The Good Lookin Kitchen,2,Keenan Allen,WR,31.1
1,The Good Lookin Kitchen,2,Justin Fields,QB,14.739999999999998
1,The Good Lookin Kitchen,2,Brandon McManus,K,10.0
1,The Good Lookin Kitchen,2,Sam LaPorta,TE,11.3
1,The Good Lookin Kitchen,2,Giants D/ST,DEF,-2.0
1,The Good Lookin Kitchen,2,,Total Points,129.14
7,Green Bowl Packers,2,Travis Kelce,TE,12.6
7,Green Bowl Packers,2,Bijan Robinson,RB,21.2
7,Green Bowl Packers,2,Jaylen Waddle,WR,12.399999999999999
7,Green Bowl Packers,2,DK Metcalf,WR,13.5
7,Green Bowl Packers,2,Joe Burrow,QB,15.38
7,Green Bowl Packers,2,Miles Sanders,RB,7.7
7,Green Bowl Packers,2,Michael Pittman Jr.,WR,13.600000000000001
7,Green Bowl Packers,2,Jeff Wilson Jr.,RB,0.0
7,Green Bowl Packers,2,Daniel Carlson,K,5.0
7,Green Bowl Packers,2,Eagles D/ST,DEF,6.0
7,Green Bowl Packers,2,,Total Points,107.38
4,Alex Moran,2,Tyreek Hill,WR,15.0
4,Alex Moran,2,Jahmyr Gibbs,RB,12.6
4,Alex Moran,2,Lamar Jackson,QB,22.880000000000003
4,Alex Moran,2,George Kittle,TE,6.0
4,Alex Moran,2,Chris Godwin,WR,10.8
4,Alex Moran,2,Harrison Butker,K,5.0
4,Alex Moran,2,Steelers D/ST,DEF,23.0
4,Alex Moran,2,Darnell Mooney,WR,0.0
4,Alex Moran,2,Kyren Williams,RB,28.0
4,Alex Moran,2,,Total Points,123.28
2,Show Me Your TDs,2,Christian McCaffrey,RB,22.5
2,Show Me Your TDs,2,Garrett Wilson,WR,16.3
2,Show Me Your TDs,2,Jalen Hurts,QB,25.22
2,Show Me Your TDs,2,Calvin Ridley,WR,5.2
2,Show Me Your TDs,2,James Conner,RB,16.6
