Team ID,Team,Week,Player,Position,Points
2,Show Me Your TDs,2,DJ Moore,WR,20.0
2,Show Me Your TDs,2,Calvin Ridley,WR,29.9
2,Show Me Your TDs,2,Mark Andrews,TE,3.9000000000000004
2,Show Me Your TDs,2,DJ Chark Jr.,WR,12.4
2,Show Me Your TDs,2,Kyler Murray,QB,32.14
2,Show Me Your TDs,2,Vikings D/ST,DEF,3.0
2,Show Me Your TDs,2,Robbie Gould,K,8.0
2,Show Me Your TDs,2,,Total Points,151.24
6,Michael Canter,2,Tyreek Hill,WR,21.8
6,Michael Canter,2,Josh Jacobs,RB,13.5
6,Michael Canter,2,Joe Mixon,RB,12.600000000000001
6,Michael Canter,2,JuJu Smith-Schuster,WR,11.8
6,Michael Canter,2,Rob Gronkowski,TE,0.0
6,Michael Canter,2,Matt Ryan,QB,28.520000000000003
6,Michael Canter,2,Stefon Diggs,WR,29.3
6,Michael Canter,2,Matt Prater,K,2.0
6,Michael Canter,2,Ravens D/ST,DEF,15.0
6,Michael Canter,2,,Total Points,134.52
1,Gardner WIN-shew,2,Austin Ekeler,RB,18.8
1,Gardner WIN-shew,2,Derrick Henry,RB,8.4
1,Gardner WIN-shew,2,Tyler Lockett,WR,19.7
1,Gardner WIN-shew,2,David Johnson,RB,7.0
1,Gardner WIN-shew,2,Marvin Jones Jr.,WR,12.3
1,Gardner WIN-shew,2,Gardner Minshew II,QB,23.46
1,Gardner WIN-shew,2,Chris Boswell,K,6.0
1,Gardner WIN-shew,2,Dallas Goedert,TE,7.0
1,Gardner WIN-shew,2,Cardinals D/ST,DEF,9.0
1,Gardner WIN-shew,2,,Total Points,111.66
3,Ted Spradley,2,DeAndre Hopkins,WR,20.8
3,Ted Spradley,2,Clyde Edwards-Helaire,RB,13.0
3,Ted Spradley,2,Melvin Gordon III,RB,16.4
3,Ted Spradley,2,Russell Wilson,QB,33.42
3,Ted Spradley,2,A.J. Green,WR,5.9
3,Ted Spradley,2,Will Fuller V,WR,0.0
3,Ted Spradley,2,Harrison Butker,K,13.0
3,Ted Spradley,2,Patriots D/ST,DEF,4.0
3,Ted Spradley,2,Chris Herndon,TE,1.5
3,Ted Spradley,2,,Total Points,108.02
8,Old(er) Kitchen,2,Nick Chubb,RB,26.299999999999997
8,Old(er) Kitchen,2,Aaron Jones,RB,45.599999999999994
8,Old(er) Kitchen,2,Mike Evans,WR,23.4
8,Old(er) Kitchen,2,Amari Cooper,WR,16.0
8,Old(er) Kitchen,2,Jonathan Taylor,RB,19.0
8,Old(er) Kitchen,2,Drew Brees,QB,14.48
8,Old(er) Kitchen,2,Jared Cook,TE,9.3
8,Old(er) Kitchen,2,Colts D/ST,DEF,17.0
8,Old(er) Kitchen,2,Rodrigo Blankenship,K,15.0
8,Old(er) Kitchen,2,,Total Points,186.08
10,Dillon Durden,2,Chris Carson,RB,19.8
10,Dillon Durden,2,Lamar Jackson,QB,17.560000000000002
10,Dillon Durden,2,James Conner,RB,20.1
10,Dillon Durden,2,T.Y. Hilton,WR,5.800000000000001
10,Dillon Durden,2,Michael Gallup,WR,7.800000000000001
10,Dillon Durden,2,Evan Engram,TE,12.5
10,Dillon Durden,2,Justin Tucker,K,16.0
10,Dillon Durden,2,Bears D/ST,DEF,13.0
10,Dillon Durden,2,Sammy Watkins,WR,2.1
10,Dillon Durden,2,,Total Points,114.66
4,Alex Moran,2,Miles Sanders,RB,20.1
4,Alex Moran,2,Davante Adams,WR,6.6
4,Alex Moran,2,Zach Ertz,TE,9.2
4,Alex Moran,2,Devin Singletary,RB,9.600000000000001
4,Alex Moran,2,Dak Prescott,QB,39.8
4,Alex Moran,2,Kareem Hunt,RB,24.1
4,Alex Moran,2,Greg Zuerlein,K,11.0
4,Alex Moran,2,Steelers D/ST,DEF,13.0
4,Alex Moran,2,CeeDee Lamb,WR,17.5
4,Alex Moran,2,,Total Points,150.9
5,“minSHEWW!” bless you,2,Saquon Barkley,RB,2.8000000000000003
5,“minSHEWW!” bless you,2,Todd Gurley II,RB,6.1000000000000005
5,“minSHEWW!” bless you,2,Patrick Mahomes,QB,27.48
5,“minSHEWW!” bless you,2,Odell Beckham Jr.,WR,17.4
5,“minSHEWW!” bless you,2,Robert Woods,WR,11.3
5,“minSHEWW!” bless you,2,Jarvis Landry,WR,7.6000000000000005
5,“minSHEWW!” bless you,2,Hunter Henry,TE,14.3
5,“minSHEWW!” bless you,2,Bills D/ST,DEF,-1.0
5,“minSHEWW!” bless you,2,Josh Lambo,K,6.0
5,“minSHEWW!” bless you,2,,Total Points,91.98
7,Green Bowl Packers,2,Ezekiel Elliott,RB,22.2
7,Green Bowl Packers,2,Travis Kelce,TE,24.0
7,Green Bowl Packers,2,Adam Thielen,WR,6.1
7,Green Bowl Packers,2,Le'Veon Bell,RB,0.0
7,Green Bowl Packers,2,Allen Robinson II,WR,6.300000000000001
7,Green Bowl Packers,2,A.J. Brown,WR,0.0
7,Green Bowl Packers,2,Mark Ingram II,RB,15.7
7,Green Bowl Packers,2,Julian Edelman,WR,25.900000000000002
7,Green Bowl Packers,2,Aaron Rodgers,QB,19.199999999999996
7,Green Bowl Packers,2,Jake Elliott,K,7.0
7,Green Bowl Packers,2,Titans D/ST,DEF,0.0
7,Green Bowl Packers,2,,Total Points,126.4
9,Trevor Howard,2,Alvin Kamara,RB,38.4
9,Trevor Howard,2,Julio Jones,WR,4.4
9,Trevor Howard,2,Kenyan Drake,RB,11.5
9,Trevor Howard,2,Deshaun Watson,QB,14.7
9,Trevor Howard,2,DK Metcalf,WR,19.200000000000003
9,Trevor Howard,2,Darren Waller,TE,28.5
9,Trevor Howard,2,Cooper Kupp,WR,13.0
9,Trevor Howard,2,Wil Lutz,K,6.0
9,Trevor Howard,2,49ers D/ST,DEF,6.0
9,Trevor Howard,2,,Total Points,141.7
